ec5_uuid,created_at,uploaded_at,created_by,title,lat_1_Location,long_1_Location,accuracy_1_Location,UTM_Northing_1_Location,UTM_Easting_1_Location,UTM_Zone_1_Location,2_Tree_Number,3_PlantType,4_Tree_Species,5_Height,6_GBH,7_Bark_Photo,8_Leaf_Photo,9_Height_Photo,10_Health_of_the_tre,11_habitat_yesno,12_environmental_str
9a11ac84-ef79-42f7-88c7-a745b76d1eea,2026-07-11T10:15:19.000Z,2026-07-11T16:08:08.000Z,kishorsurwade20@gmail.com,"Palm tree Healthy",20.012768,73.821315,7,2213328,376706,43Q,454,"Tree ","Palm tree",12,180,9a11ac84-ef79-42f7-88c7-a745b76d1eea_1783764892.jpg,9a11ac84-ef79-42f7-88c7-a745b76d1eea_1783764899.jpg,9a11ac84-ef79-42f7-88c7-a745b76d1eea_1783764910.jpg,"Healthy ",No,"cutting "
335fcdf6-6129-4f26-96dd-af8e800cafb2,2026-07-11T10:26:13.000Z,2026-07-11T16:08:00.000Z,kishorsurwade20@gmail.com,"Palm tree Healthy",20.012867,73.821693,4,2213338,376746,43Q,455,"Tree ","Palm tree",13,180,335fcdf6-6129-4f26-96dd-af8e800cafb2_1783765542.jpg,335fcdf6-6129-4f26-96dd-af8e800cafb2_1783765551.jpg,335fcdf6-6129-4f26-96dd-af8e800cafb2_1783765563.jpg,"Healthy ",Yes,"cutting "
a3d13e2e-25de-4f20-8732-5a5527210bab,2026-07-11T10:02:10.000Z,2026-07-11T10:36:01.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012736,73.821348,4,2213324,376710,43Q,160,"Tree ","Palm tree",5,153,a3d13e2e-25de-4f20-8732-5a5527210bab_1783764087.jpg,a3d13e2e-25de-4f20-8732-5a5527210bab_1783764100.jpg,a3d13e2e-25de-4f20-8732-5a5527210bab_1783764120.jpg,"Healthy ",yes,"cutting "
9ec3abae-9a20-4a19-8cf6-d053f7fe320d,2026-07-11T10:03:25.000Z,2026-07-11T10:27:28.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012753,73.821368,5,2213326,376712,43Q,161,"Tree ","Palm tree",1,20,9ec3abae-9a20-4a19-8cf6-d053f7fe320d_1783764183.jpg,9ec3abae-9a20-4a19-8cf6-d053f7fe320d_1783764190.jpg,9ec3abae-9a20-4a19-8cf6-d053f7fe320d_1783764196.jpg,"Healthy ",Yes,"cutting "
ed59ab96-ba35-47fc-bb75-03464d8f92d3,2026-07-11T10:24:09.000Z,2026-07-11T10:27:22.000Z,pawarprashik78@gmail.com,"Palm Healthy",20.012837,73.821685,4,2213335,376745,43Q,350,"Tree ",Palm,12,195,ed59ab96-ba35-47fc-bb75-03464d8f92d3_1783765425.jpg,ed59ab96-ba35-47fc-bb75-03464d8f92d3_1783765432.jpg,ed59ab96-ba35-47fc-bb75-03464d8f92d3_1783765441.jpg,"Healthy ",Yes,"cutting "
971a683a-0eab-486d-b03d-3060d1cda330,2026-07-11T10:25:27.000Z,2026-07-11T10:27:14.000Z,pawarprashik78@gmail.com,"Chinese Palm Healthy",20.012807,73.821681,6,2213332,376744,43Q,351,"Tree ","Chinese Palm",1,30,971a683a-0eab-486d-b03d-3060d1cda330_1783765507.jpg,971a683a-0eab-486d-b03d-3060d1cda330_1783765513.jpg,971a683a-0eab-486d-b03d-3060d1cda330_1783765519.jpg,"Healthy ",Yes,"cutting "
494f933d-2057-4305-bea5-907ad89446d8,2026-07-11T10:27:00.000Z,2026-07-11T10:27:06.000Z,pawarprashik78@gmail.com,"ChainesePalm Healthy",20.012798,73.821678,8,2213331,376744,43Q,352,"Tree ",ChainesePalm,1,12,494f933d-2057-4305-bea5-907ad89446d8_1783765603.jpg,494f933d-2057-4305-bea5-907ad89446d8_1783765608.jpg,494f933d-2057-4305-bea5-907ad89446d8_1783765613.jpg,"Healthy ",Yes,"cutting "
5c9874b1-d9a2-4c3d-864b-3931682890da,2026-07-11T10:04:30.000Z,2026-07-11T10:26:14.000Z,saurabhgosavi200@gmail.com,"Child palm Healthy",20.012794,73.821395,3,2213331,376715,43Q,162,"Tree ","Child palm",1,20,5c9874b1-d9a2-4c3d-864b-3931682890da_1783764247.jpg,5c9874b1-d9a2-4c3d-864b-3931682890da_1783764252.jpg,5c9874b1-d9a2-4c3d-864b-3931682890da_1783764261.jpg,"Healthy ",Yes,"cutting "
f9d29966-48ea-446e-99ed-5dea947ef8d2,2026-07-11T10:07:03.000Z,2026-07-11T10:26:06.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012788,73.821395,4,2213330,376715,43Q,162,"Tree ","Palm tree",1,30,f9d29966-48ea-446e-99ed-5dea947ef8d2_1783764395.jpg,f9d29966-48ea-446e-99ed-5dea947ef8d2_1783764405.jpg,f9d29966-48ea-446e-99ed-5dea947ef8d2_1783764413.jpg,"Healthy ",Yes,"cutting "
51b70563-3f38-497c-8022-840972f2fd5a,2026-07-11T10:08:23.000Z,2026-07-11T10:25:58.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012779,73.82142,4,2213329,376717,43Q,163,"Tree ","Palm tree",2,30,51b70563-3f38-497c-8022-840972f2fd5a_1783764481.jpg,51b70563-3f38-497c-8022-840972f2fd5a_1783764486.jpg,51b70563-3f38-497c-8022-840972f2fd5a_1783764492.jpg,"Healthy ",Yes,"cutting "
c6ffe1af-780c-49f9-bc3c-22addb0420ef,2026-07-11T10:09:37.000Z,2026-07-11T10:25:50.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012811,73.821464,3,2213332,376722,43Q,163,"Tree ","Palm tree",3,40,c6ffe1af-780c-49f9-bc3c-22addb0420ef_1783764551.jpg,c6ffe1af-780c-49f9-bc3c-22addb0420ef_1783764560.jpg,c6ffe1af-780c-49f9-bc3c-22addb0420ef_1783764567.jpg,"Healthy ",Yes,"cutting "
974dab17-b823-46a7-a201-3b0f24aad6e7,2026-07-11T10:12:08.000Z,2026-07-11T10:25:43.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012818,73.821481,4,2213333,376724,43Q,164,"Tree ","Palm tree",6,200,974dab17-b823-46a7-a201-3b0f24aad6e7_1783764639.jpg,974dab17-b823-46a7-a201-3b0f24aad6e7_1783764646.jpg,974dab17-b823-46a7-a201-3b0f24aad6e7_1783764656.jpg,"Healthy ",Yes,"cutting "
80166888-58ae-4df5-bac8-846653e00d45,2026-07-11T10:13:31.000Z,2026-07-11T10:25:28.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012802,73.821502,4,2213331,376726,43Q,164,"Tree ","Palm tree",3,40,80166888-58ae-4df5-bac8-846653e00d45_1783764786.jpg,80166888-58ae-4df5-bac8-846653e00d45_1783764793.jpg,80166888-58ae-4df5-bac8-846653e00d45_1783764803.jpg,"Healthy ",Yes,"cutting "
054bcd72-0a11-4ae6-9d08-686fb0d2fc33,2026-07-11T10:14:51.000Z,2026-07-11T10:25:20.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012796,73.821506,4,2213331,376726,43Q,165,"Tree ","Palm tree",2,25,054bcd72-0a11-4ae6-9d08-686fb0d2fc33_1783764869.jpg,054bcd72-0a11-4ae6-9d08-686fb0d2fc33_1783764876.jpg,054bcd72-0a11-4ae6-9d08-686fb0d2fc33_1783764882.jpg,"Healthy ",Yes,"cutting "
673d7c58-804a-4134-ac54-a55a7883038a,2026-07-11T10:18:15.000Z,2026-07-11T10:25:09.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012804,73.821544,4,2213332,376730,43Q,166,"Tree ","Palm tree",5,161,673d7c58-804a-4134-ac54-a55a7883038a_1783765061.jpg,673d7c58-804a-4134-ac54-a55a7883038a_1783765068.jpg,673d7c58-804a-4134-ac54-a55a7883038a_1783765078.jpg,"Healthy ",yes,"cutting "
6dbf3848-2f69-43ef-923d-3b4875edb8f4,2026-07-11T10:20:33.000Z,2026-07-11T10:25:01.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012794,73.821565,4,2213330,376732,43Q,167,"Tree ","Palm tree",2,26,6dbf3848-2f69-43ef-923d-3b4875edb8f4_1783765209.jpg,6dbf3848-2f69-43ef-923d-3b4875edb8f4_1783765216.jpg,6dbf3848-2f69-43ef-923d-3b4875edb8f4_1783765225.jpg,"Healthy ",Yes,"cutting "
46759017-2be1-421c-a48f-45a718bbf1f9,2026-07-11T10:21:56.000Z,2026-07-11T10:24:53.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012825,73.821579,3,2213334,376734,43Q,168,"Tree ","Palm tree",2,18,46759017-2be1-421c-a48f-45a718bbf1f9_1783765297.jpg,46759017-2be1-421c-a48f-45a718bbf1f9_1783765301.jpg,46759017-2be1-421c-a48f-45a718bbf1f9_1783765307.jpg,"Healthy ",Yes,"cutting "
6b4c360f-369b-424c-9421-cddf7c0647e4,2026-07-11T10:23:17.000Z,2026-07-11T10:24:45.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.01282,73.821596,4,2213333,376736,43Q,168,"Tree ","Palm tree",6,145,6b4c360f-369b-424c-9421-cddf7c0647e4_1783765363.jpg,6b4c360f-369b-424c-9421-cddf7c0647e4_1783765374.jpg,6b4c360f-369b-424c-9421-cddf7c0647e4_1783765387.jpg,"Healthy ",Yes,"cutting "
be48798f-ebec-4d08-ae4b-f6aaff8b27b5,2026-07-11T10:24:23.000Z,2026-07-11T10:24:37.000Z,saurabhgosavi200@gmail.com,"Palm tree Healthy",20.012808,73.821608,4,2213332,376737,43Q,169,"Tree ","Palm tree",1,18,be48798f-ebec-4d08-ae4b-f6aaff8b27b5_1783765439.jpg,be48798f-ebec-4d08-ae4b-f6aaff8b27b5_1783765446.jpg,be48798f-ebec-4d08-ae4b-f6aaff8b27b5_1783765455.jpg,"Healthy ",Yes,"cutting "
99167964-6b34-4c51-9caa-fc1c46d503de,2026-07-11T10:18:16.000Z,2026-07-11T10:18:27.000Z,pawarprashik78@gmail.com,"Palmtree Healthy",20.012866,73.822261,4,2213338,376805,43Q,349,"Tree ",Palmtree,26,190,99167964-6b34-4c51-9caa-fc1c46d503de_1783765055.jpg,99167964-6b34-4c51-9caa-fc1c46d503de_1783765067.jpg,99167964-6b34-4c51-9caa-fc1c46d503de_1783765082.jpg,"Healthy ",Yes,"cutting "
5ba39b1b-d7ca-4651-88fb-794469ef6594,2026-07-11T10:04:56.000Z,2026-07-11T10:15:55.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012779,73.821836,9,2213329,376761,43Q,343,"Tree ","Palm tree",150,190,5ba39b1b-d7ca-4651-88fb-794469ef6594_1783764251.jpg,5ba39b1b-d7ca-4651-88fb-794469ef6594_1783764265.jpg,5ba39b1b-d7ca-4651-88fb-794469ef6594_1783764281.jpg,"Healthy ",Yes,"cutting "
d7ec7026-660c-4445-89e3-4e9631c8e44f,2026-07-11T10:07:03.000Z,2026-07-11T10:15:47.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012885,73.821949,10,2213340,376773,43Q,344,"Tree ","Palm tree",210,180,d7ec7026-660c-4445-89e3-4e9631c8e44f_1783764371.jpg,d7ec7026-660c-4445-89e3-4e9631c8e44f_1783764382.jpg,d7ec7026-660c-4445-89e3-4e9631c8e44f_1783764412.jpg,"Healthy ",Yes,"cutting "
e25d0825-d5ba-4326-b3e2-e6c189fc27fa,2026-07-11T10:08:46.000Z,2026-07-11T10:15:39.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012831,73.821906,5,2213334,376768,43Q,345,"Tree ","Palm tree",18,150,e25d0825-d5ba-4326-b3e2-e6c189fc27fa_1783764485.jpg,e25d0825-d5ba-4326-b3e2-e6c189fc27fa_1783764493.jpg,e25d0825-d5ba-4326-b3e2-e6c189fc27fa_1783764513.jpg,"Healthy ",Yes,"cutting "
b7b2acc7-fa84-4425-9ff3-dcdf23fc5a3d,2026-07-11T10:10:19.000Z,2026-07-11T10:15:32.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012892,73.821994,5,2213341,376777,43Q,346,"Tree ","Palm tree",15,130,b7b2acc7-fa84-4425-9ff3-dcdf23fc5a3d_1783764577.jpg,b7b2acc7-fa84-4425-9ff3-dcdf23fc5a3d_1783764587.jpg,b7b2acc7-fa84-4425-9ff3-dcdf23fc5a3d_1783764606.jpg,"Healthy ",Yes,"cutting "
0973e57d-500f-42aa-a48d-7a055dd22f62,2026-07-11T10:12:06.000Z,2026-07-11T10:15:24.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012837,73.822073,4,2213335,376785,43Q,347,"Tree ","Palm tree",24,180,0973e57d-500f-42aa-a48d-7a055dd22f62_1783764678.jpg,0973e57d-500f-42aa-a48d-7a055dd22f62_1783764690.jpg,0973e57d-500f-42aa-a48d-7a055dd22f62_1783764716.jpg,"Healthy ",Yes,"cutting "
5b95393e-b5e8-4e0a-9992-c1d00ab323a6,2026-07-11T10:13:42.000Z,2026-07-11T10:15:16.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012829,73.822089,6,2213334,376787,43Q,347,"Tree ","Palm tree",30,200,5b95393e-b5e8-4e0a-9992-c1d00ab323a6_1783764787.jpg,5b95393e-b5e8-4e0a-9992-c1d00ab323a6_1783764796.jpg,5b95393e-b5e8-4e0a-9992-c1d00ab323a6_1783764810.jpg,"Healthy ",Yes,"cutting "
36df33ca-c507-4f4b-9fae-97289a05bf2a,2026-07-11T10:15:02.000Z,2026-07-11T10:15:08.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012875,73.822231,9,2213339,376802,43Q,348,"Tree ","Palm tree",20,150,36df33ca-c507-4f4b-9fae-97289a05bf2a_1783764872.jpg,36df33ca-c507-4f4b-9fae-97289a05bf2a_1783764880.jpg,36df33ca-c507-4f4b-9fae-97289a05bf2a_1783764892.jpg,"Healthy ",Yes,"cutting "
e0d3ef89-8e11-4b02-a47b-6b63802d768c,2026-07-10T08:45:11.000Z,2026-07-11T10:01:04.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.013095,73.822316,6,2213363,376811,43Q,62,"Tree ","Rain tree",8,203,e0d3ef89-8e11-4b02-a47b-6b63802d768c_1783673049.jpg,e0d3ef89-8e11-4b02-a47b-6b63802d768c_1783673080.jpg,e0d3ef89-8e11-4b02-a47b-6b63802d768c_1783673095.jpg,"Healthy ",Yes,"cutting "
65704f21-5a51-4a3e-9b4c-ae18861094df,2026-07-10T08:46:43.000Z,2026-07-11T10:00:57.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.01309,73.822309,5,2213363,376810,43Q,63,"Tree ","Rain tree",8,119,65704f21-5a51-4a3e-9b4c-ae18861094df_1783673170.jpg,65704f21-5a51-4a3e-9b4c-ae18861094df_1783673182.jpg,65704f21-5a51-4a3e-9b4c-ae18861094df_1783673193.jpg,"Healthy ",Yes,"cutting "
5b082b7b-dc81-4eb7-87b9-f484a41b34e7,2026-07-10T08:48:35.000Z,2026-07-11T10:00:49.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.013159,73.822368,7,2213370,376817,43Q,63,"Tree ","Rain tree",8,219,5b082b7b-dc81-4eb7-87b9-f484a41b34e7_1783673274.jpg,5b082b7b-dc81-4eb7-87b9-f484a41b34e7_1783673292.jpg,5b082b7b-dc81-4eb7-87b9-f484a41b34e7_1783673306.jpg,"Healthy ",Yes,"cutting "
eb8f5d48-0361-42f7-b6c3-73d5fb6b3261,2026-07-10T08:51:26.000Z,2026-07-11T10:00:41.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.013238,73.822322,6,2213379,376812,43Q,64,"Tree ","Rain tree",12,200,eb8f5d48-0361-42f7-b6c3-73d5fb6b3261_1783673406.jpg,eb8f5d48-0361-42f7-b6c3-73d5fb6b3261_1783673449.jpg,eb8f5d48-0361-42f7-b6c3-73d5fb6b3261_1783673472.jpg,"Healthy ",Yes,"cutting "
44e26f0f-616a-4e59-9466-f38f163ba286,2026-07-10T08:53:32.000Z,2026-07-11T10:00:33.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.013312,73.822254,6,2213387,376805,43Q,65,"Tree ","Rain tree",11,162,44e26f0f-616a-4e59-9466-f38f163ba286_1783673547.jpg,44e26f0f-616a-4e59-9466-f38f163ba286_1783673571.jpg,44e26f0f-616a-4e59-9466-f38f163ba286_1783673588.jpg,"Healthy ",Yes,"cutting "
e88c0485-72fa-4f1c-8b90-e9cdbb3834cd,2026-07-10T08:57:55.000Z,2026-07-11T10:00:26.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.013301,73.822278,5,2213386,376807,43Q,66,"Tree ","Rain tree",12,120,e88c0485-72fa-4f1c-8b90-e9cdbb3834cd_1783673822.jpg,e88c0485-72fa-4f1c-8b90-e9cdbb3834cd_1783673850.jpg,e88c0485-72fa-4f1c-8b90-e9cdbb3834cd_1783673863.jpg,"Healthy ",Yes,"cutting "
71eb1580-dd13-4c3a-a014-f3c144026695,2026-07-10T09:02:01.000Z,2026-07-11T10:00:18.000Z,pawarprashik78@gmail.com,"Rain tree Healthy",20.013487,73.822305,5,2213407,376810,43Q,67,"Tree ","Rain tree",14,340,71eb1580-dd13-4c3a-a014-f3c144026695_1783674051.jpg,71eb1580-dd13-4c3a-a014-f3c144026695_1783674060.jpg,71eb1580-dd13-4c3a-a014-f3c144026695_1783674112.jpg,"Healthy ",Yes,"cutting "
23313f14-b434-4bf7-a1e2-3fc164e0625e,2026-07-10T09:04:53.000Z,2026-07-11T10:00:10.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013439,73.822278,6,2213401,376807,43Q,67,"Tree ","Coconut tree",4,100,23313f14-b434-4bf7-a1e2-3fc164e0625e_1783674255.jpg,23313f14-b434-4bf7-a1e2-3fc164e0625e_1783674265.jpg,23313f14-b434-4bf7-a1e2-3fc164e0625e_1783674285.jpg,"Healthy ",Yes,"cutting "
08509f1e-f9dd-4a25-99de-e3754260b9c8,2026-07-10T09:06:23.000Z,2026-07-11T10:00:02.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013534,73.822253,7,2213412,376805,43Q,68,"Tree ","Coconut tree",5,103,08509f1e-f9dd-4a25-99de-e3754260b9c8_1783674343.jpg,08509f1e-f9dd-4a25-99de-e3754260b9c8_1783674354.jpg,08509f1e-f9dd-4a25-99de-e3754260b9c8_1783674374.jpg,"Healthy ",Yes,"cutting "
aeaf27f3-d8e6-43e5-a920-823f7cc48751,2026-07-10T09:08:33.000Z,2026-07-11T09:59:55.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013607,73.822282,6,2213420,376808,43Q,69,"Tree ","Coconut tree",4,91,aeaf27f3-d8e6-43e5-a920-823f7cc48751_1783674469.jpg,aeaf27f3-d8e6-43e5-a920-823f7cc48751_1783674481.jpg,aeaf27f3-d8e6-43e5-a920-823f7cc48751_1783674501.jpg,"Healthy ",Yes,"cutting "
8ddfea88-508e-4045-95c1-cae569d3f5f6,2026-07-10T09:11:09.000Z,2026-07-11T09:59:47.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013744,73.822259,4,2213435,376806,43Q,70,"Tree ","Coconut tree",5,80,8ddfea88-508e-4045-95c1-cae569d3f5f6_1783674634.jpg,8ddfea88-508e-4045-95c1-cae569d3f5f6_1783674644.jpg,8ddfea88-508e-4045-95c1-cae569d3f5f6_1783674660.jpg,"Healthy ",Yes,"cutting "
435029c6-6b05-4b72-82f6-e44f1cc285cb,2026-07-10T09:13:06.000Z,2026-07-11T09:59:39.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013824,73.822274,6,2213444,376807,43Q,71,"Tree ","Coconut tree",4,80,435029c6-6b05-4b72-82f6-e44f1cc285cb_1783674755.jpg,435029c6-6b05-4b72-82f6-e44f1cc285cb_1783674764.jpg,435029c6-6b05-4b72-82f6-e44f1cc285cb_1783674778.jpg,"Healthy ",Yes,"cutting "
a462f797-654a-4809-a434-a3d0807da7ba,2026-07-10T09:15:02.000Z,2026-07-11T09:59:32.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.014011,73.822243,7,2213465,376804,43Q,72,"Tree ","Coconut tree",5,90,a462f797-654a-4809-a434-a3d0807da7ba_1783674844.jpg,a462f797-654a-4809-a434-a3d0807da7ba_1783674876.jpg,a462f797-654a-4809-a434-a3d0807da7ba_1783674894.jpg,"Healthy ",Yes,"cutting "
1357a8ab-827a-4297-a87b-0e54fabec6d6,2026-07-10T09:17:57.000Z,2026-07-11T09:59:24.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.014167,73.822243,9,2213482,376804,43Q,74,"Tree ","Coconut tree",9,210,1357a8ab-827a-4297-a87b-0e54fabec6d6_1783675036.jpg,1357a8ab-827a-4297-a87b-0e54fabec6d6_1783675049.jpg,1357a8ab-827a-4297-a87b-0e54fabec6d6_1783675068.jpg,"Healthy ",Yes,"cutting "
d0a90acf-cb08-41a8-a230-77ebfcaadcb5,2026-07-10T09:21:03.000Z,2026-07-11T09:59:17.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.014212,73.822292,6,2213487,376809,43Q,75,"Tree ","Coconut tree",9,250,d0a90acf-cb08-41a8-a230-77ebfcaadcb5_1783675184.jpg,d0a90acf-cb08-41a8-a230-77ebfcaadcb5_1783675230.jpg,d0a90acf-cb08-41a8-a230-77ebfcaadcb5_1783675254.jpg,"Healthy ",Yes,"cutting "
a6e73342-8193-4711-9d2e-825855e849e8,2026-07-10T09:24:00.000Z,2026-07-11T09:59:09.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.014348,73.822372,9,2213502,376818,43Q,75,"Tree ","Coconut tree",4,50,a6e73342-8193-4711-9d2e-825855e849e8_1783675408.jpg,a6e73342-8193-4711-9d2e-825855e849e8_1783675421.jpg,a6e73342-8193-4711-9d2e-825855e849e8_1783675432.jpg,"Healthy ",Yes,"cutting "
a3d198c0-5b33-47c3-80bc-318bdd1e2939,2026-07-10T09:27:44.000Z,2026-07-11T09:59:01.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.014293,73.822465,7,2213496,376828,43Q,76,"Tree ","Coconut tree",6,45,a3d198c0-5b33-47c3-80bc-318bdd1e2939_1783675555.jpg,a3d198c0-5b33-47c3-80bc-318bdd1e2939_1783675626.jpg,a3d198c0-5b33-47c3-80bc-318bdd1e2939_1783675652.jpg,"Healthy ",Yes,"cutting "
8879a49e-fae6-49f7-b2f2-63883ea99a72,2026-07-10T09:41:49.000Z,2026-07-11T09:58:53.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.01399,73.821973,4,2213463,376776,43Q,77,"Tree ","Palm tree",5,132,8879a49e-fae6-49f7-b2f2-63883ea99a72_1783676479.jpg,8879a49e-fae6-49f7-b2f2-63883ea99a72_1783676489.jpg,8879a49e-fae6-49f7-b2f2-63883ea99a72_1783676501.jpg,"Healthy ",Yes,"cutting "
9f4d2499-e212-4366-9fb0-0b0e3f4009e8,2026-07-10T09:44:51.000Z,2026-07-11T09:58:45.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.013875,73.821883,9,2213450,376766,43Q,78,"Tree ","Palm tree",4,184,9f4d2499-e212-4366-9fb0-0b0e3f4009e8_1783676651.jpg,9f4d2499-e212-4366-9fb0-0b0e3f4009e8_1783676666.jpg,9f4d2499-e212-4366-9fb0-0b0e3f4009e8_1783676683.jpg,"Healthy ",Yes,"cutting "
f4a0879a-6395-4451-9481-11fc502e7ad8,2026-07-10T10:17:47.000Z,2026-07-11T09:58:37.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.013835,73.821853,6,2213445,376763,43Q,79,"Tree ","Palm tree",5,164,f4a0879a-6395-4451-9481-11fc502e7ad8_1783678623.jpg,f4a0879a-6395-4451-9481-11fc502e7ad8_1783678632.jpg,f4a0879a-6395-4451-9481-11fc502e7ad8_1783678659.jpg,"Healthy ",Yes,"cutting "
66cec4e1-cd0c-4cf0-9db3-92dca876739b,2026-07-10T10:22:13.000Z,2026-07-11T09:58:30.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.01394,73.821696,7,2213457,376747,43Q,80,"Tree ","Coconut tree",9,105,66cec4e1-cd0c-4cf0-9db3-92dca876739b_1783678891.jpg,66cec4e1-cd0c-4cf0-9db3-92dca876739b_1783678911.jpg,66cec4e1-cd0c-4cf0-9db3-92dca876739b_1783678925.jpg,"Healthy ",Yes,"cutting "
70e1a509-56a8-43ec-bf77-53d5718a659c,2026-07-10T10:23:54.000Z,2026-07-11T09:58:22.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.013828,73.821725,7,2213445,376750,43Q,90,"Tree ","Palm tree",6,122,70e1a509-56a8-43ec-bf77-53d5718a659c_1783678996.jpg,70e1a509-56a8-43ec-bf77-53d5718a659c_1783679013.jpg,70e1a509-56a8-43ec-bf77-53d5718a659c_1783679022.jpg,"Healthy ",Yes,"cutting "
0fd9dd3d-0a77-412c-bcd3-266cc45c7d26,2026-07-10T10:26:01.000Z,2026-07-11T09:58:14.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.013797,73.82152,6,2213442,376728,43Q,91,"Tree ","Palm tree",6,150,0fd9dd3d-0a77-412c-bcd3-266cc45c7d26_1783679125.jpg,0fd9dd3d-0a77-412c-bcd3-266cc45c7d26_1783679134.jpg,0fd9dd3d-0a77-412c-bcd3-266cc45c7d26_1783679151.jpg,"Healthy ",Yes,"cutting "
59e611f0-347d-45d8-b54c-69bc7bbbacf1,2026-07-10T10:28:39.000Z,2026-07-11T09:58:06.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013784,73.821511,6,2213440,376727,43Q,92,"Tree ","Coconut tree",8,110,59e611f0-347d-45d8-b54c-69bc7bbbacf1_1783679250.jpg,59e611f0-347d-45d8-b54c-69bc7bbbacf1_1783679297.jpg,59e611f0-347d-45d8-b54c-69bc7bbbacf1_1783679310.jpg,"Healthy ",Yes,"cutting "
6ba03ee0-f9fc-45df-8c9c-b395f9009c98,2026-07-10T10:30:13.000Z,2026-07-11T09:57:59.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.01405,73.821371,7,2213470,376713,43Q,93,"Tree ","Coconut tree",11,110,6ba03ee0-f9fc-45df-8c9c-b395f9009c98_1783679383.jpg,6ba03ee0-f9fc-45df-8c9c-b395f9009c98_1783679394.jpg,6ba03ee0-f9fc-45df-8c9c-b395f9009c98_1783679404.jpg,"Healthy ",Yes,"cutting "
6b9f1b21-342b-4f27-9cb8-22af5c9e48fb,2026-07-10T10:32:01.000Z,2026-07-11T09:57:51.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013804,73.821423,7,2213442,376718,43Q,94,"Tree ","Coconut tree",9,100,6b9f1b21-342b-4f27-9cb8-22af5c9e48fb_1783679485.jpg,6b9f1b21-342b-4f27-9cb8-22af5c9e48fb_1783679501.jpg,6b9f1b21-342b-4f27-9cb8-22af5c9e48fb_1783679511.jpg,"Healthy ",Yes,"cutting "
d5232711-e062-4918-808d-0d3b0abb4779,2026-07-10T10:33:37.000Z,2026-07-11T09:57:43.000Z,pawarprashik78@gmail.com,"Coconut tree Healthy",20.013585,73.821238,7,2213418,376699,43Q,95,"Tree ","Coconut tree",9,101,d5232711-e062-4918-808d-0d3b0abb4779_1783679579.jpg,d5232711-e062-4918-808d-0d3b0abb4779_1783679589.jpg,d5232711-e062-4918-808d-0d3b0abb4779_1783679604.jpg,"Healthy ",Yes,"cutting "
